Elapsed Time,Absolute x coordinate,Absolute y coordinate,eyeGazePdfUpperRect.x,eyeGazePdfUpperRect.y,eyeGazePdfUpperRect.height,eyeGazePdfUpperRect.width,eyeGazePdfLowerRect.x,eyeGazePdfLowerRect.y,eyeGazePdfLowerRect.height,eyeGazePdfLowerRect.width,upper page number,lower page number
83096.13999999783,489,267,348,0,251.25,670,348,418.75,251.25,670,1,2
83288.88499999812,401,258,348,0,251.25,670,348,418.75,251.25,670,1,2
83410.20999999819,497,516,348,0,251.25,670,348,418.75,251.25,670,1,2
83520.2449999997,546,370,348,0,251.25,670,348,418.75,251.25,670,1,2
83656.97999999975,1051,344,348,0,251.25,670,348,418.75,251.25,670,1,2
83778.13500000047,513,225,348,0,251.25,670,348,418.75,251.25,670,1,2
83904.98999999909,413,61,348,0,251.25,670,348,418.75,251.25,670,1,2
84026.3649999979,275,298,348,0,251.25,670,348,418.75,251.25,670,1,2
84151.9249999983,578,82,348,0,251.25,670,348,418.75,251.25,670,1,2
84249.39499999891,703,287,348,0,251.25,670,348,418.75,251.25,670,1,2
84391.16999999897,442,227,348,0,251.25,670,348,418.75,251.25,670,1,2
84519.47500000097,310,353,348,0,251.25,670,348,418.75,251.25,670,1,2
84638.66499999858,228,136,348,0,251.25,670,348,418.75,251.25,670,1,2
84750.48500000048,424,5,348,0,251.25,670,348,418.75,251.25,670,1,2
84855.1950000001,422,228,348,0,251.25,670,348,418.75,251.25,670,1,2
84973.86499999993,593,237,348,0,251.25,670,348,418.75,251.25,670,1,2
85081.91000000079,700,314,348,0,251.25,670,348,418.75,251.25,670,1,2
85205.54999999877,577,372,348,0,251.25,670,348,418.75,251.25,670,1,2
85328.53500000056,485,371,348,0,251.25,670,348,418.75,251.25,670,1,2
85455.99500000026,248,270,348,0,251.25,670,348,418.75,251.25,670,1,2
85572.7599999991,306,359,348,0,251.25,670,348,418.75,251.25,670,1,2
85688.75499999922,102,288,348,0,251.25,670,348,418.75,251.25,670,1,2
85806.5949999982,-51,449,348,0,251.25,670,348,418.75,251.25,670,1,2
85942.09000000046,636,364,348,0,251.25,670,348,418.75,251.25,670,1,2
86048.98999999932,67,235,348,0,251.25,670,348,418.75,251.25,670,1,2
86173.27500000101,574,396,348,0,251.25,670,348,418.75,251.25,670,1,2
86306.51999999827,867,325,348,0,251.25,670,348,418.75,251.25,670,1,2
86424.74500000026,389,334,348,0,251.25,670,348,418.75,251.25,670,1,2
86541.08500000075,-29,601,348,0,251.25,670,348,418.75,251.25,670,1,2
86672.86500000046,795,311,348,0,251.25,670,348,418.75,251.25,670,1,2
86791.58499999903,372,260,348,0,251.25,670,348,418.75,251.25,670,1,2
86909.68000000066,494,202,348,0,251.25,670,348,418.75,251.25,670,1,2
87037.95999999784,414,665,348,0,251.25,670,348,418.75,251.25,670,1,2
87172.66000000018,850,277,348,0,251.25,670,348,418.75,251.25,670,1,2
87300.14999999912,308,664,348,0,251.25,670,348,418.75,251.25,670,1,2
87400.85499999986,548,715,348,0,251.25,670,348,418.75,251.25,670,1,2
87528.55500000078,914,545,348,0,251.25,670,348,418.75,251.25,670,1,2
87666.26499999984,437,231,348,0,251.25,670,348,418.75,251.25,670,1,2
87789.929999999,75,377,348,0,251.25,670,348,418.75,251.25,670,1,2
87905.3899999999,471,556,348,0,251.25,670,348,418.75,251.25,670,1,2
88023.71499999936,429,530,348,0,251.25,670,348,418.75,251.25,670,1,2
88138.94499999878,270,510,348,0,251.25,670,348,418.75,251.25,670,1,2
88273.32999999999,163,568,348,0,251.25,670,348,418.75,251.25,670,1,2
88406.92499999932,682,517,348,0,251.25,670,348,418.75,251.25,670,1,2
88543.17499999888,647,620,348,0,251.25,670,348,418.75,251.25,670,1,2
88665.77499999767,434,370,348,0,251.25,670,348,418.75,251.25,670,1,2
88767.49999999811,549,401,348,0,251.25,670,348,418.75,251.25,670,1,2
88889.65499999904,515,552,348,0,251.25,670,348,418.75,251.25,670,1,2
89001.93999999829,763,415,348,0,251.25,670,348,418.75,251.25,670,1,2
89102.36499999883,956,336,348,0,251.25,670,348,418.75,251.25,670,1,2
89240.19000000044,600,389,348,0,251.25,670,348,418.75,251.25,670,1,2
89360.48999999912,1059,373,348,0,251.25,670,348,418.75,251.25,670,1,2
89534.88500000094,592,311,348,0,251.25,670,348,418.75,251.25,670,1,2
89728.72500000085,520,135,348,0,251.25,670,348,418.75,251.25,670,1,2
89859.16499999803,645,253,348,0,251.25,670,348,418.75,251.25,670,1,2
89978.869999999,684,316,348,0,251.25,670,348,418.75,251.25,670,1,2
90093.50999999879,630,387,348,0,251.25,670,348,418.75,251.25,670,1,2
90278.67499999775,1357,299,348,0,251.25,670,348,418.75,251.25,670,1,2
90423.14999999871,594,473,348,0,251.25,670,348,418.75,251.25,670,1,2
90554.66499999966,573,486,348,0,251.25,670,348,418.75,251.25,670,1,2
90708.25499999773,753,222,348,0,251.25,670,348,418.75,251.25,670,1,2
90834.17999999801,10,469,348,0,251.25,670,348,418.75,251.25,670,1,2
90973.07499999806,217,482,348,0,251.25,670,348,418.75,251.25,670,1,2
91086.2449999986,295,482,348,0,251.25,670,348,418.75,251.25,670,1,2
91207.86500000031,835,291,348,0,251.25,670,348,418.75,251.25,670,1,2
91374.37499999942,222,318,348,0,251.25,670,348,418.75,251.25,670,1,2
91492.59999999776,689,-172,348,0,251.25,670,348,418.75,251.25,670,1,2
91639.72999999896,852,107,348,0,251.25,670,348,418.75,251.25,670,1,2
91767.9250000001,59,284,348,0,251.25,670,348,418.75,251.25,670,1,2
91908.50999999748,240,508,348,0,251.25,670,348,418.75,251.25,670,1,2
92019.77500000066,517,463,348,0,251.25,670,348,418.75,251.25,670,1,2
